entry_id,tester_id,created_at,keystroke_sequence
9e1c4bb0-7981-11ed-85f5-65bf078e0635,20fb5e00-7981-11ed-85f5-65bf078e0635,1670783312875,"{""11"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""up"",""up"",""up"",""right"",""up"",""up"",""up"",""left"",""won""]}"
ab5a7e50-7981-11ed-85f5-65bf078e0635,20fb5e00-7981-11ed-85f5-65bf078e0635,1670783335093,"{""12"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""up"",""up"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""left"",""left"",""right"",""right"",""up"",""up"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""won""]}"
b32100a0-7981-11ed-85f5-65bf078e0635,20fb5e00-7981-11ed-85f5-65bf078e0635,1670783348138,"{""13"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""right"",""down"",""down"",""down"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""right"",""right"",""right"",""right"",""down"",""right"",""won""]}"
bf997240-7981-11ed-85f5-65bf078e0635,20fb5e00-7981-11ed-85f5-65bf078e0635,1670783369060,"{""14"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""right"",""right"",""right"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""down"",""down"",""left"",""right"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""won""]}"
c8247d10-7981-11ed-85f5-65bf078e0635,20fb5e00-7981-11ed-85f5-65bf078e0635,1670783383393,"{""15"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""won""]}"
d90cf300-7981-11ed-85f5-65bf078e0635,20fb5e00-7981-11ed-85f5-65bf078e0635,1670783411760,"{""16"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""down"",""down"",""left"",""left"",""left"",""left"",""right"",""right"",""right"",""right"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""left"",""left"",""down"",""won""]}"
dcc39260-7981-11ed-85f5-65bf078e0635,20fb5e00-7981-11ed-85f5-65bf078e0635,1670783417990,"{""17"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""won""]}"
ea16ac90-7981-11ed-85f5-65bf078e0635,20fb5e00-7981-11ed-85f5-65bf078e0635,1670783440345,"{""18"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""won""]}"
f5cc1c50-7981-11ed-85f5-65bf078e0635,20fb5e00-7981-11ed-85f5-65bf078e0635,1670783459989,"{""19"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""left"",""left"",""down"",""down"",""down"",""won""]}"
059dcb10-7982-11ed-85f5-65bf078e0635,20fb5e00-7981-11ed-85f5-65bf078e0635,1670783486529,"{""20"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""won""]}"
0b4d10b0-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670783925563,"{""1"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""down"",""down"",""right"",""down"",""up"",""left"",""up"",""up"",""left"",""left"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""left"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""won""]}"
1ae11a30-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670783951699,"{""2"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""right"",""right"",""down"",""down"",""down"",""down"",""right"",""up"",""left"",""up"",""up"",""up"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""left"",""left"",""down"",""left"",""won""]}"
21c504b0-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670783963259,"{""3"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""right"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""up"",""up"",""up"",""left"",""left"",""down"",""won""]}"
2847bc60-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670783974182,"{""4"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""right"",""up"",""up"",""won""]}"
2cdb7550-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670783981861,"{""5"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""up"",""up"",""left"",""left"",""won""]}"
316babd0-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670783989517,"{""6"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""up"",""left"",""left"",""won""]}"
3782a960-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670783999734,"{""7"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""up"",""up"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""right"",""won""]}"
3cca21f0-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784008591,"{""8"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""left"",""won""]}"
430178c0-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784019020,"{""9"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""won""]}"
47233600-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784025952,"{""10"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""up"",""up"",""left"",""left"",""left"",""won""]}"
4ca371d0-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784035181,"{""11"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""right"",""up"",""up"",""up"",""left"",""won""]}"
54b491b0-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784048715,"{""12"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""up"",""left"",""left"",""left"",""up"",""won""]}"
5a120340-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784057716,"{""13"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""right"",""down"",""won""]}"
5e134030-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784064435,"{""14"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""up"",""up"",""left"",""left"",""up"",""left"",""left"",""left"",""won""]}"
6496e240-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784075364,"{""15"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""won""]}"
6a4ab130-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784084931,"{""16"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""down"",""down"",""down"",""left"",""left"",""won""]}"
6cb9b560-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784089014,"{""17"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""won""]}"
72fe79b0-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784099531,"{""18"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""down"",""won""]}"
7bedeba0-7983-11ed-8add-a9b234055008,dcd96ee0-7982-11ed-8add-a9b234055008,1670784114522,"{""19"":[""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""right"",""down"",""down"",""right"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""left"",""up"",""up"",""up"",""up"",""up"",""up"",""right"",""right"",""right"",""down"",""down"",""down"",""up"",""up"",""up"",""left"",""left"",""left"",""down"",""down"",""down"",""down"",""down"",""left"",""left"",""up"",""won""]}"
